Input Seq 1,2022 NAICS Code,2022 NAICS Title,Related SIC Code,Related SIC Code Description,Change to 2017 Code,2017 NAICS Code,2017 NAICS Code
1880,525110,Pension Funds ,6371,"Pension, Health, and Welfare Funds",No Change,525110,Pension Funds 
1881,525120,Health and Welfare Funds ,6371,"Pension, Health, and Welfare Funds",No Change,525120,Health and Welfare Funds 
1882,525190,Other Insurance Funds ,6321,Accident and Health Insurance,No Change,525190,Other Insurance Funds 
1883,525190,Other Insurance Funds ,6324,Hospital and Medical Service Plans,No Change,525190,Other Insurance Funds 
1884,525190,Other Insurance Funds ,6331,"Fire, Marine, and Casualty Insurance",No Change,525190,Other Insurance Funds 
1885,525190,Other Insurance Funds ,6733,"Trusts, Nec",No Change,525190,Other Insurance Funds 
1886,525910,Open-End Investment Funds ,6722,"Management Investment, Open-ended",No Change,525910,Open-End Investment Funds 
1887,525920,"Trusts, Estates, and Agency Accounts ",6733,"Trusts, Nec",No Change,525920,"Trusts, Estates, and Agency Accounts "
1888,525990,Other Financial Vehicles ,6371,"Pension, Health, and Welfare Funds",No Change,525990,Other Financial Vehicles 
1889,525990,Other Financial Vehicles ,6726,"Investment Offices, Nec",No Change,525990,Other Financial Vehicles 
1890,525990,Other Financial Vehicles ,6798,Real Estate Investment Trusts,No Change,525990,Other Financial Vehicles 
1891,531110,Lessors of Residential Buildings and Dwellings ,6513,Apartment Building Operators,No Change,531110,Lessors of Residential Buildings and Dwellings 
1892,531110,Lessors of Residential Buildings and Dwellings ,6514,"Dwelling Operators, Except Apartments",No Change,531110,Lessors of Residential Buildings and Dwellings 
1893,531110,Lessors of Residential Buildings and Dwellings ,6531,Real Estate Agents and Managers,No Change,531110,Lessors of Residential Buildings and Dwellings 
1894,531110,Lessors of Residential Buildings and Dwellings ,6798,Real Estate Investment Trusts,No Change,531110,Lessors of Residential Buildings and Dwellings 
1895,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,6512,Nonresidential Building Operators,No Change,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) 
1896,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,6798,Real Estate Investment Trusts,No Change,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) 
1897,531130,Lessors of Miniwarehouses and Self-Storage Units ,4225,General Warehousing and Storage,No Change,531130,Lessors of Miniwarehouses and Self-Storage Units 
1898,531130,Lessors of Miniwarehouses and Self-Storage Units ,6798,Real Estate Investment Trusts,No Change,531130,Lessors of Miniwarehouses and Self-Storage Units 
1899,531190,Lessors of Other Real Estate Property ,6515,Mobile Home Site Operators,No Change,531190,Lessors of Other Real Estate Property 
1900,531190,Lessors of Other Real Estate Property ,6517,Railroad Property Lessors,No Change,531190,Lessors of Other Real Estate Property 
1901,531190,Lessors of Other Real Estate Property ,6519,"Real Property Lessors, Nec",No Change,531190,Lessors of Other Real Estate Property 
1902,531190,Lessors of Other Real Estate Property ,6798,Real Estate Investment Trusts,No Change,531190,Lessors of Other Real Estate Property 
1903,531210,Offices of Real Estate Agents and Brokers,6531,Real Estate Agents and Managers,No Change,531210,Offices of Real Estate Agents and Brokers
1904,531311,Residential Property Managers ,6531,Real Estate Agents and Managers,No Change,531311,Residential Property Managers 
1905,531312,Nonresidential Property Managers ,6531,Real Estate Agents and Managers,No Change,531312,Nonresidential Property Managers 
1906,531320,Offices of Real Estate Appraisers ,6531,Real Estate Agents and Managers,No Change,531320,Offices of Real Estate Appraisers 
1907,531390,Other Activities Related to Real Estate ,6531,Real Estate Agents and Managers,No Change,531390,Other Activities Related to Real Estate 
1908,532111,Passenger Car Rental ,7514,Passenger Car Rental,No Change,532111,Passenger Car Rental 
1909,532112,Passenger Car Leasing ,7515,Passenger Car Leasing,No Change,532112,Passenger Car Leasing 
1910,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",7513,"Truck Rental and Leasing, Without Drivers",No Change,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing "
1911,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",7519,Utility Trailer Rental,No Change,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing "
1912,532210,Consumer Electronics and Appliances Rental,7359,"Equipment Rental and Leasing, Nec",No Change,532210,Consumer Electronics and Appliances Rental
1913,532281,Formal Wear and Costume Rental,7299,Miscellaneous Personal Services,No Change,532281,Formal Wear and Costume Rental
1914,532281,Formal Wear and Costume Rental,7819,Services Allied To Motion Pictures,No Change,532281,Formal Wear and Costume Rental
1915,532282,Video Tape and Disc Rental,7841,Video Tape Rental,No Change,532282,Video Tape and Disc Rental
1916,532283,Home Health Equipment Rental ,7352,Medical Equipment Rental,No Change,532283,Home Health Equipment Rental 
1917,532284,Recreational Goods Rental ,7999,"Amusement and Recreation, Nec",No Change,532284,Recreational Goods Rental 
1918,532289,All Other Consumer Goods Rental ,7359,"Equipment Rental and Leasing, Nec",No Change,532289,All Other Consumer Goods Rental 
1919,532310,General Rental Centers,7359,"Equipment Rental and Leasing, Nec",No Change,532310,General Rental Centers
1920,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",4499,"Water Transportation Services, Nec",No Change,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing "
1921,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",4741,Rental of Railroad Cars,No Change,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing "
1922,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",7359,"Equipment Rental and Leasing, Nec",No Change,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing "
1923,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",7353,Heavy Construction Equipment Rental,No Change,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing "
1924,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",7359,"Equipment Rental and Leasing, Nec",No Change,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing "
1925,532420,Office Machinery and Equipment Rental and Leasing,7359,"Equipment Rental and Leasing, Nec",No Change,532420,Office Machinery and Equipment Rental and Leasing
1926,532420,Office Machinery and Equipment Rental and Leasing,7377,Computer Rental and Leasing,No Change,532420,Office Machinery and Equipment Rental and Leasing
1927,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,7352,Medical Equipment Rental,No Change,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing 
1928,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,7359,"Equipment Rental and Leasing, Nec",No Change,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing 
1929,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,7819,Services Allied To Motion Pictures,No Change,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing 
1930,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,7922,Theatrical Producers and Services,No Change,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing 
1931,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),6792,Oil Royalty Traders,No Change,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1932,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),6794,Patent Owners and Lessors,No Change,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1933,541110,Offices of Lawyers,8111,Legal Services,No Change,541110,Offices of Lawyers
1934,541120,Offices of Notaries,Aux,,No Change,541120,Offices of Notaries
1935,541191,Title Abstract and Settlement Offices ,6541,Title abstract Offices,No Change,541191,Title Abstract and Settlement Offices 
1936,541199,All Other Legal Services ,7389,"Business Services, Nec",No Change,541199,All Other Legal Services 
1937,541211,Offices of Certified Public Accountants ,8721,"Accounting, Auditing, and Bookkeeping",No Change,541211,Offices of Certified Public Accountants 
1938,541213,Tax Preparation Services ,7291,Tax Return Preparation Services,No Change,541213,Tax Preparation Services 
1939,541214,Payroll Services ,7819,Services Allied To Motion Pictures,No Change,541214,Payroll Services 
1940,541214,Payroll Services ,8721,"Accounting, Auditing, and Bookkeeping",No Change,541214,Payroll Services 
1941,541219,Other Accounting Services ,8721,"Accounting, Auditing, and Bookkeeping",No Change,541219,Other Accounting Services 
1942,541310,Architectural Services,8712,Architectural Services,No Change,541310,Architectural Services
1943,541320,Landscape Architectural Services,0781,Landscape Counseling and Planning,No Change,541320,Landscape Architectural Services
1944,541320,Landscape Architectural Services,8748,"Business Consulting, Nec",No Change,541320,Landscape Architectural Services
1945,541330,Engineering Services,8711,Engineering Services,No Change,541330,Engineering Services
1946,541330,Engineering Services,8748,"Business Consulting, Nec",No Change,541330,Engineering Services
1947,541340,Drafting Services,7389,"Business Services, Nec",No Change,541340,Drafting Services
1948,541350,Building Inspection Services,7389,"Business Services, Nec",No Change,541350,Building Inspection Services
1949,541360,Geophysical Surveying and Mapping Services,1081,Metal Mining Services,No Change,541360,Geophysical Surveying and Mapping Services
1950,541360,Geophysical Surveying and Mapping Services,1382,Oil and Gas Exploration Services,No Change,541360,Geophysical Surveying and Mapping Services
1951,541360,Geophysical Surveying and Mapping Services,1481,Nonmetallic Mineral Services,No Change,541360,Geophysical Surveying and Mapping Services
1952,541360,Geophysical Surveying and Mapping Services,8713,Surveying Services,No Change,541360,Geophysical Surveying and Mapping Services
1953,541370,Surveying and Mapping (except Geophysical) Services,7389,"Business Services, Nec",No Change,541370,Surveying and Mapping (except Geophysical) Services
1954,541370,Surveying and Mapping (except Geophysical) Services,8713,Surveying Services,No Change,541370,Surveying and Mapping (except Geophysical) Services
1955,541380,Testing Laboratories and Services,8734,Testing Laboratories,"Same Code, new title",541380,Testing Laboratories
1956,541410,Interior Design Services,7389,"Business Services, Nec",No Change,541410,Interior Design Services
1957,541420,Industrial Design Services,7389,"Business Services, Nec",No Change,541420,Industrial Design Services
1958,541430,Graphic Design Services,7336,Commercial Art and Graphic Design,No Change,541430,Graphic Design Services
1959,541430,Graphic Design Services,8099,"Health and Allied Services, Nec",No Change,541430,Graphic Design Services
1960,541490,Other Specialized Design Services,7389,"Business Services, Nec",No Change,541490,Other Specialized Design Services
1961,541511,Custom Computer Programming Services ,7371,Custom Computer Programming Services,No Change,541511,Custom Computer Programming Services 
1962,541512,Computer Systems Design Services ,7373,Computer Integrated Systems Design,No Change,541512,Computer Systems Design Services 
1963,541512,Computer Systems Design Services ,7379,"Computer Related Services, Nec",No Change,541512,Computer Systems Design Services 
1964,541513,Computer Facilities Management Services ,7376,Computer Facilities Management,No Change,541513,Computer Facilities Management Services 
1965,541519,Other Computer Related Services,7379,"Computer Related Services, Nec",No Change,541519,Other Computer Related Services
1966,541611,Administrative Management and General Management Consulting Services ,8742,Management Consulting Services,No Change,541611,Administrative Management and General Management Consulting Services 
1967,541612,Human Resources Consulting Services ,7361,Employment Agencies,No Change,541612,Human Resources Consulting Services 
1968,541612,Human Resources Consulting Services ,8742,Management Consulting Services,No Change,541612,Human Resources Consulting Services 
1969,541612,Human Resources Consulting Services ,8999,"Services, Nec",No Change,541612,Human Resources Consulting Services 
1970,541613,Marketing Consulting Services ,8742,Management Consulting Services,No Change,541613,Marketing Consulting Services 
1971,541614,"Process, Physical Distribution, and Logistics Consulting Services ",4731,Freight Transportation Arrangement,No Change,541614,"Process, Physical Distribution, and Logistics Consulting Services "
1972,541614,"Process, Physical Distribution, and Logistics Consulting Services ",8742,Management Consulting Services,No Change,541614,"Process, Physical Distribution, and Logistics Consulting Services "
1973,541618,Other Management Consulting Services ,8748,"Business Consulting, Nec",No Change,541618,Other Management Consulting Services 
1974,541620,Environmental Consulting Services,8999,"Services, Nec",No Change,541620,Environmental Consulting Services
1975,541690,Other Scientific and Technical Consulting Services,0781,Landscape Counseling and Planning,No Change,541690,Other Scientific and Technical Consulting Services
1976,541690,Other Scientific and Technical Consulting Services,7819,Services Allied To Motion Pictures,No Change,541690,Other Scientific and Technical Consulting Services
1977,541690,Other Scientific and Technical Consulting Services,8748,"Business Consulting, Nec",No Change,541690,Other Scientific and Technical Consulting Services
1978,541690,Other Scientific and Technical Consulting Services,8999,"Services, Nec",No Change,541690,Other Scientific and Technical Consulting Services
1979,541713,Research and Development in Nanotechnology ,3721,Aircraft (research and development not producing prototypes),No Change,541713,Research and Development in Nanotechnology
1980,541713,Research and Development in Nanotechnology ,3724,Aircraft Engines and Engine Parts (research and development not producing prototypes),No Change,541713,Research and Development in Nanotechnology
1981,541713,Research and Development in Nanotechnology ,3728,"Aircraft Parts and Auxiliary Equipment, NEC (research and development not producing prototypes)",No Change,541713,Research and Development in Nanotechnology
1982,541713,Research and Development in Nanotechnology ,3761,Guided Missiles and Space Vehicles (research and development not producing prototypes),No Change,541713,Research and Development in Nanotechnology
1983,541713,Research and Development in Nanotechnology ,3764,Space Propulsion Units and Parts (research and development not producing prototypes),No Change,541713,Research and Development in Nanotechnology
1984,541713,Research and Development in Nanotechnology ,3769,"Space Vehicle Equipment, Nec (research and development not producing prototypes)",No Change,541713,Research and Development in Nanotechnology
1985,541713,Research and Development in Nanotechnology ,8731,Commercial Physical Research,No Change,541713,Research and Development in Biotechnology (except Nanobiotechnology)
1986,541713,Research and Development in Nanotechnology ,8733,Noncommercial Research Organizations,No Change,541713,Research and Development in Biotechnology (except Nanobiotechnology)
1987,541714,Research and Development in Biotechnology (except Nanobiotechnology),8731,Commercial Physical Research,No Change,541714,Research and Development in Biotechnology (except Nanobiotechnology)
1988,541714,Research and Development in Biotechnology (except Nanobiotechnology),8733,Noncommercial Research Organizations,No Change,541714,Research and Development in Biotechnology (except Nanobiotechnology)
1989,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",8731,Commercial Physical Research,No Change,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
1990,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",8733,Noncommercial Research Organizations,No Change,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
1991,541720,Research and Development in the Social Sciences and Humanities ,8732,Commercial Nonphysical Research,No Change,541720,Research and Development in the Social Sciences and Humanities 
1992,541720,Research and Development in the Social Sciences and Humanities ,8733,Noncommercial Research Organizations,No Change,541720,Research and Development in the Social Sciences and Humanities 
1993,541810,Advertising Agencies,7311,Advertising Agencies,No Change,541810,Advertising Agencies
1994,541820,Public Relations Agencies,8743,Public Relations Services,No Change,541820,Public Relations Agencies
1995,541830,Media Buying Agencies,7319,"Advertising, Nec",No Change,541830,Media Buying Agencies
1996,541840,Media Representatives,7313,"Radio, Television, Publisher Representatives",No Change,541840,Media Representatives
1997,541850,Indoor and Outdoor Display Advertising,7312,Outdoor Advertising Services,"Same Code, new title",541850,Outdoor Advertising
1998,541850,Indoor and Outdoor Display Advertising,7319,"Advertising, Nec","Same Code, new title",541850,Outdoor Advertising
1999,541860,Direct Mail Advertising,7331,Direct Mail Advertising Services,No Change,541860,Direct Mail Advertising
2000,541870,Advertising Material Distribution Services,7319,"Advertising, Nec",No Change,541870,Advertising Material Distribution Services
2001,541870,Advertising Material Distribution Services,7389,"Business Services, Nec",No Change,541870,Advertising Material Distribution Services
2002,541890,Other Services Related to Advertising ,5199,"Nondurable Goods, Nec",No Change,541890,Other Services Related to Advertising 
2003,541890,Other Services Related to Advertising ,7319,"Advertising, Nec",No Change,541890,Other Services Related to Advertising 
2004,541890,Other Services Related to Advertising ,7389,"Business Services, Nec",No Change,541890,Other Services Related to Advertising 
2005,541910,Marketing Research and Public Opinion Polling,8732,Commercial Nonphysical Research,No Change,541910,Marketing Research and Public Opinion Polling
2006,541921,"Photography Studios, Portrait ",7221,"Photographic Studios, Portrait",No Change,541921,"Photography Studios, Portrait "
2007,541922,Commercial Photography ,7335,Commercial Photography,No Change,541922,Commercial Photography 
2008,541922,Commercial Photography ,8099,"Health and Allied Services, Nec",No Change,541922,Commercial Photography 
2009,541930,Translation and Interpretation Services,7389,"Business Services, Nec",No Change,541930,Translation and Interpretation Services
2010,541940,Veterinary Services ,0741,Veterinary Services For Livestock,No Change,541940,Veterinary Services 
2011,541940,Veterinary Services ,0742,"Veterinary Services, Specialties",No Change,541940,Veterinary Services 
2012,541940,Veterinary Services ,8734,Testing Laboratories,No Change,541940,Veterinary Services 
2013,541990,"All Other Professional, Scientific, and Technical Services",4499,"Water Transportation Services, Nec",No Change,541990,"All Other Professional, Scientific, and Technical Services"
2014,541990,"All Other Professional, Scientific, and Technical Services",7299,Miscellaneous Personal Services,No Change,541990,"All Other Professional, Scientific, and Technical Services"
2015,541990,"All Other Professional, Scientific, and Technical Services",7389,"Business Services, Nec",No Change,541990,"All Other Professional, Scientific, and Technical Services"
2016,541990,"All Other Professional, Scientific, and Technical Services",8999,"Services, Nec",No Change,541990,"All Other Professional, Scientific, and Technical Services"
2017,551111,Offices of Bank Holding Companies ,6712,Bank Holding Companies,No Change,551111,Offices of Bank Holding Companies 
2018,551112,Offices of Other Holding Companies ,6719,"Holding Companies, Nec",No Change,551112,Offices of Other Holding Companies 
2019,551114,"Corporate, Subsidiary, and Regional Managing Offices ",Aux,,No Change,551114,"Corporate, Subsidiary, and Regional Managing Offices "
2020,561110,Office Administrative Services,8741,Management Services,No Change,561110,Office Administrative Services
2021,561210,Facilities Support Services,8744,Facilities Support Services,No Change,561210,Facilities Support Services
2022,561311,Employment Placement Agencies ,7299,Miscellaneous Personal Services,No Change,561311,Employment Placement Agencies 
2023,561311,Employment Placement Agencies ,7361,Employment Agencies,No Change,561311,Employment Placement Agencies 
2024,561311,Employment Placement Agencies ,7819,Services Allied To Motion Pictures,No Change,561311,Employment Placement Agencies 
2025,561311,Employment Placement Agencies ,7922,Theatrical Producers and Services,No Change,561311,Employment Placement Agencies 
2026,561312,Executive Search Services ,7361,Employment Agencies,No Change,561312,Executive Search Services 
2027,561312,Executive Search Services ,8742,Management Consulting Services,No Change,561312,Executive Search Services 
2028,561312,Executive Search Services ,8999,"Services, Nec",No Change,561312,Executive Search Services 
2029,561320,Temporary Help Services,7363,Help Supply Services,No Change,561320,Temporary Help Services
2030,561330,Professional Employer Organizations,7363,Help Supply Services,No Change,561330,Professional Employer Organizations
2031,561410,Document Preparation Services,7338,Secretarial and Court Reporting,No Change,561410,Document Preparation Services
2032,561410,Document Preparation Services,7389,"Business Services, Nec",No Change,561410,Document Preparation Services
2033,561421,Telephone Answering Services ,7389,"Business Services, Nec",No Change,561421,Telephone Answering Services 
2034,561422,Telemarketing Bureaus and Other Contact Centers ,7389,"Business Services, Nec",No Change,561422,Telemarketing Bureaus and Other Contact Centers 
2035,561431,Private Mail Centers ,7389,"Business Services, Nec",No Change,561431,Private Mail Centers 
2036,561439,Other Business Service Centers (including Copy Shops) ,7334,Photocopying and Duplicating Services,No Change,561439,Other Business Service Centers (including Copy Shops) 
2037,561439,Other Business Service Centers (including Copy Shops) ,7389,"Business Services, Nec",No Change,561439,Other Business Service Centers (including Copy Shops) 
2038,561440,Collection Agencies,7322,Adjustment and Collection Services,No Change,561440,Collection Agencies
2039,561440,Collection Agencies,7389,"Business Services, Nec",No Change,561440,Collection Agencies
2040,561450,Credit Bureaus,7323,Credit Reporting Services,No Change,561450,Credit Bureaus
2041,561491,Repossession Services ,7389,"Business Services, Nec",No Change,561491,Repossession Services 
2042,561492,Court Reporting and Stenotype Services ,7338,Secretarial and Court Reporting,No Change,561492,Court Reporting and Stenotype Services 
2043,561499,All Other Business Support Services ,7389,"Business Services, Nec",No Change,561499,All Other Business Support Services 
2044,561510,Travel Agencies,4724,Travel Agencies,No Change,561510,Travel Agencies
2045,561520,Tour Operators,4725,Tour Operators,No Change,561520,Tour Operators
2046,561591,Convention and Visitors Bureaus ,7389,"Business Services, Nec",No Change,561591,Convention and Visitors Bureaus 
2047,561599,All Other Travel Arrangement and Reservation Services ,4729,Passenger Transportation Arrangement,No Change,561599,All Other Travel Arrangement and Reservation Services 
2048,561599,All Other Travel Arrangement and Reservation Services ,7389,"Business Services, Nec",No Change,561599,All Other Travel Arrangement and Reservation Services 
2049,561599,All Other Travel Arrangement and Reservation Services ,7922,Theatrical Producers and Services,No Change,561599,All Other Travel Arrangement and Reservation Services 
2050,561599,All Other Travel Arrangement and Reservation Services ,7999,"Amusement and Recreation, Nec",No Change,561599,All Other Travel Arrangement and Reservation Services 
2051,561599,All Other Travel Arrangement and Reservation Services ,8699,"Membership Organizations, Nec",No Change,561599,All Other Travel Arrangement and Reservation Services 
2052,561611,Investigation and Personal Background Check Services ,7381,Detective and Armored Car Services,"Same Code, new title",561611,Investigation Services 
2053,561612,Security Guards and Patrol Services ,7381,Detective and Armored Car Services,No Change,561612,Security Guards and Patrol Services 
2054,561613,Armored Car Services ,7381,Detective and Armored Car Services,No Change,561613,Armored Car Services 
2055,561621,Security Systems Services (except Locksmiths) ,7382,Security Systems Services,No Change,561621,Security Systems Services (except Locksmiths) 
2056,561622,Locksmiths ,7699,"Repair Services, Nec",No Change,561622,Locksmiths 
2057,561710,Exterminating and Pest Control Services,4959,"Sanitary Services, Nec",No Change,561710,Exterminating and Pest Control Services
2058,561710,Exterminating and Pest Control Services,7342,Disinfecting and Pest Control Services,No Change,561710,Exterminating and Pest Control Services
2059,561720,Janitorial Services ,4581,"Airports, Flying Fields, and Services",No Change,561720,Janitorial Services 
2060,561720,Janitorial Services ,7342,Disinfecting and Pest Control Services,No Change,561720,Janitorial Services 
2061,561720,Janitorial Services ,7349,"Building Maintenance Services, Nec",No Change,561720,Janitorial Services 
2062,561730,Landscaping Services,0782,Lawn and Garden Services,No Change,561730,Landscaping Services
2063,561730,Landscaping Services,0783,Ornamental Shrub and Tree Services,No Change,561730,Landscaping Services
2064,561740,Carpet and Upholstery Cleaning Services,7217,Carpet and Upholstery Cleaning,No Change,561740,Carpet and Upholstery Cleaning Services
2065,561790,Other Services to Buildings and Dwellings ,1799,"Special Trade Contractors, Nec",No Change,561790,Other Services to Buildings and Dwellings 
2066,561790,Other Services to Buildings and Dwellings ,4959,"Sanitary Services, Nec",No Change,561790,Other Services to Buildings and Dwellings 
2067,561790,Other Services to Buildings and Dwellings ,7349,"Building Maintenance Services, Nec",No Change,561790,Other Services to Buildings and Dwellings 
2068,561790,Other Services to Buildings and Dwellings ,7389,"Business Services, Nec",No Change,561790,Other Services to Buildings and Dwellings 
2069,561790,Other Services to Buildings and Dwellings ,7699,"Repair Services, Nec",No Change,561790,Other Services to Buildings and Dwellings 
2070,561910,Packaging and Labeling Services,7389,"Business Services, Nec",No Change,561910,Packaging and Labeling Services
2071,561920,Convention and Trade Show Organizers,7389,"Business Services, Nec",No Change,561920,Convention and Trade Show Organizers
2072,561990,All Other Support Services,7299,Miscellaneous Personal Services,No Change,561990,All Other Support Services
2073,561990,All Other Support Services,7389,"Business Services, Nec",No Change,561990,All Other Support Services
2074,562111,Solid Waste Collection ,4212,"Local Trucking, Without Storage",No Change,562111,Solid Waste Collection 
2075,562112,Hazardous Waste Collection ,4212,"Local Trucking, Without Storage",No Change,562112,Hazardous Waste Collection 
2076,562119,Other Waste Collection ,4212,"Local Trucking, Without Storage",No Change,562119,Other Waste Collection 
2077,562211,Hazardous Waste Treatment and Disposal ,4953,Refuse Systems,No Change,562211,Hazardous Waste Treatment and Disposal 
2078,562212,Solid Waste Landfill ,4953,Refuse Systems,No Change,562212,Solid Waste Landfill 
2079,562213,Solid Waste Combustors and Incinerators ,4953,Refuse Systems,No Change,562213,Solid Waste Combustors and Incinerators 
2080,562219,Other Nonhazardous Waste Treatment and Disposal ,4953,Refuse Systems,No Change,562219,Other Nonhazardous Waste Treatment and Disposal 
2081,562910,Remediation Services ,1799,"Special Trade Contractors, Nec",No Change,562910,Remediation Services 
2082,562910,Remediation Services ,4959,"Sanitary Services, Nec",No Change,562910,Remediation Services 
2083,562920,Materials Recovery Facilities ,4953,Refuse Systems,No Change,562920,Materials Recovery Facilities 
2084,562991,Septic Tank and Related Services ,7359,"Equipment Rental and Leasing, Nec",No Change,562991,Septic Tank and Related Services 
2085,562991,Septic Tank and Related Services ,7699,"Repair Services, Nec",No Change,562991,Septic Tank and Related Services 
2086,562998,All Other Miscellaneous Waste Management Services ,4959,"Sanitary Services, Nec",No Change,562998,All Other Miscellaneous Waste Management Services 
2087,562998,All Other Miscellaneous Waste Management Services ,7699,"Repair Services, Nec",No Change,562998,All Other Miscellaneous Waste Management Services 
2088,611110,Elementary and Secondary Schools ,8211,Elementary and Secondary Schools,No Change,611110,Elementary and Secondary Schools 
2089,611210,Junior Colleges ,8222,Junior Colleges,No Change,611210,Junior Colleges 
2090,611310,"Colleges, Universities, and Professional Schools ",8221,Colleges and Universities,No Change,611310,"Colleges, Universities, and Professional Schools "
2091,611410,Business and Secretarial Schools ,8244,Business and Secretarial Schools,No Change,611410,Business and Secretarial Schools 
2092,611420,Computer Training ,8243,Data Processing Schools,No Change,611420,Computer Training 
2093,611430,Professional and Management Development Training ,8299,Schools and Educational Services,No Change,611430,Professional and Management Development Training 
2094,611511,Cosmetology and Barber Schools ,7231,Beauty Shops,No Change,611511,Cosmetology and Barber Schools 
2095,611511,Cosmetology and Barber Schools ,7241,Barber Shops,No Change,611511,Cosmetology and Barber Schools 
2096,611512,Flight Training ,8249,"Vocational Schools, Nec",No Change,611512,Flight Training 
2097,611512,Flight Training ,8299,Schools and Educational Services,No Change,611512,Flight Training 
2098,611513,Apprenticeship Training ,8249,"Vocational Schools, Nec",No Change,611513,Apprenticeship Training 
2099,611519,Other Technical and Trade Schools ,8243,Data Processing Schools,No Change,611519,Other Technical and Trade Schools 
2100,611519,Other Technical and Trade Schools ,8249,"Vocational Schools, Nec",No Change,611519,Other Technical and Trade Schools 
2101,611519,Other Technical and Trade Schools ,8299,Schools and Educational Services,No Change,611519,Other Technical and Trade Schools 
2102,611610,Fine Arts Schools ,7911,"Dance Studios, Schools, and Halls",No Change,611610,Fine Arts Schools 
2103,611610,Fine Arts Schools ,8299,Schools and Educational Services,No Change,611610,Fine Arts Schools 
2104,611620,Sports and Recreation Instruction ,7999,"Amusement and Recreation, Nec",No Change,611620,Sports and Recreation Instruction 
2105,611620,Sports and Recreation Instruction ,8299,Schools and Educational Services,No Change,611620,Sports and Recreation Instruction 
2106,611630,Language Schools ,8299,Schools and Educational Services,No Change,611630,Language Schools 
2107,611691,Exam Preparation and Tutoring ,8299,Schools and Educational Services,No Change,611691,Exam Preparation and Tutoring 
2108,611692,Automobile Driving Schools ,8299,Schools and Educational Services,No Change,611692,Automobile Driving Schools 
2109,611699,All Other Miscellaneous Schools and Instruction ,7999,"Amusement and Recreation, Nec",No Change,611699,All Other Miscellaneous Schools and Instruction 
2110,611699,All Other Miscellaneous Schools and Instruction ,8299,Schools and Educational Services,No Change,611699,All Other Miscellaneous Schools and Instruction 
2111,611710,Educational Support Services,8299,Schools and Educational Services,No Change,611710,Educational Support Services
2112,611710,Educational Support Services,8748,"Business Consulting, Nec",No Change,611710,Educational Support Services
2113,621111,Offices of Physicians (except Mental Health Specialists) ,8011,Offices and Clinics of Medical Doctors,No Change,621111,Offices of Physicians (except Mental Health Specialists) 
2114,621111,Offices of Physicians (except Mental Health Specialists) ,8031,Offices and Clinics of Osteopathic Physicians,No Change,621111,Offices of Physicians (except Mental Health Specialists) 
2115,621112,"Offices of Physicians, Mental Health Specialists ",8011,Offices and Clinics of Medical Doctors,No Change,621112,"Offices of Physicians, Mental Health Specialists "
2116,621112,"Offices of Physicians, Mental Health Specialists ",8031,Offices and Clinics of Osteopathic Physicians,No Change,621112,"Offices of Physicians, Mental Health Specialists "
2117,621210,Offices of Dentists ,8021,Offices and Clinics of Dentists,No Change,621210,Offices of Dentists 
